fid,gid,no,instl_pupr,administ,instl_dtl,lo,la,tot_camera,pixel,instl_de
3124,3124,3124,다목적,충청북도 진천군,충청북도 진천읍 읍내리 481-4,127.4433947,36.8574601,3,0,
3125,3125,3125,다목적,충청북도 진천군,충청북도 진천읍 읍내리 88-5,127.4444013,36.8567647,2,0,
3126,3126,3126,다목적,충청북도 진천군,충청북도 진천읍 읍내리 111-8,127.4463652,36.8565725,3,0,
3127,3127,3127,다목적,충청북도 진천군,충청북도 진천읍 읍내리 122-160,127.4463099,36.8575597,2,0,
3128,3128,3128,다목적,충청북도 진천군,충청북도 진천읍 읍내리 116-15,127.4493146,36.8569869,3,0,
3129,3129,3129,다목적,충청북도 진천군,충청북도 진천읍 읍내리 132-1,127.4451385,36.8582705,2,0,
3130,3130,3130,다목적,충청북도 진천군,충청북도 진천읍 읍내리 120-13,127.4475525,36.8575999,3,0,
3131,3131,3131,다목적,충청북도 진천군,충청북도 진천읍 읍내리 120-13,127.448244,36.8570196,1,0,
3132,3132,3132,다목적,충청북도 진천군,충청북도 진천읍 읍내리 174-4,127.4458879,36.8597911,3,0,
3133,3133,3133,다목적,충청북도 진천군,충청북도 진천읍 읍내리 257-2,127.442523,36.8596595,2,0,
3134,3134,3134,다목적,충청북도 진천군,충청북도 진천읍 읍내리 185-4,127.4444889,36.8602649,2,0,
3135,3135,3135,다목적,충청북도 진천군,충청북도 진천읍 읍내리 165,127.4463731,36.8583835,2,0,
3136,3136,3136,다목적,충청북도 진천군,충청북도 진천읍 읍내리 257-2,127.4435192,36.8593359,2,0,
3137,3137,3137,다목적,충청북도 진천군,충청북도 진천읍 읍내리 478-44,127.445612,36.8586319,2,0,
3138,3138,3138,다목적,충청북도 진천군,충청북도 진천읍 읍내리 478-44,127.445612,36.8586319,2,0,
3139,3139,3139,다목적,충청북도 진천군,충청북도  이월면 장양리 1064-1번지,127.4413254,36.9245542,1,0,
3140,3140,3140,다목적,충청북도 진천군,충청북도  이월면 송림리 979,127.4289231,36.9338732,2,0,
3141,3141,3141,다목적,충청북도 진천군,충청북도  이월면 송림리 1008,127.4277329,36.9343077,2,0,
3142,3142,3142,다목적,충청북도 진천군,충청북도  이월면 송림리 695-1,127.4291441,36.9297526,2,0,
3143,3143,3143,다목적,충청북도 진천군,충청북도  이월면 내촌리 681-4,127.4320465,36.9363921,2,0,
3144,3144,3144,다목적,충청북도 진천군,충청북도  이월면 송림리 산16-14,127.4178893,36.9325077,2,0,
3145,3145,3145,다목적,충청북도 진천군,충청북도  문백면 구곡리 593-1,127.4922727,36.8267216,2,0,
3146,3146,3146,다목적,충청북도 진천군,충청북도 진천읍 읍내리 185-8,127.4433306,36.8613458,1,0,
3147,3147,3147,다목적,충청북도 진천군,충청북도 진천읍 읍내리 471-122,127.4463825,36.8609075,1,0,
3148,3148,3148,다목적,충청북도 진천군,충청북도 진천읍 읍내리 471-327,127.4456509,36.861468,1,0,
3149,3149,3149,다목적,충청북도 진천군,충청북도 진천읍 읍내리 189-12,127.44431,36.86084,1,0,
3150,3150,3150,다목적,충청북도 진천군,충청북도 진천읍 읍내리 209-11,127.4419577,36.8613016,1,0,
3151,3151,3151,다목적,충청북도 진천군,충청북도 진천읍 읍내리 471-285,127.4434365,36.8620079,1,0,
3152,3152,3152,다목적,충청북도 진천군,충청북도 진천읍 성석리 733-53,127.4436432,36.8633295,1,0,
3153,3153,3153,재난재해,충청북도 진천군,충청북도 진천읍 벽암리 4,127.4388832,36.8621519,1,0,
3154,3154,3154,재난재해,충청북도 진천군,충청북도 진천읍 읍내리 220,127.4398693,36.861531,1,0,
3155,3155,3155,재난재해,충청북도 진천군,충청북도 진천읍 읍내리 229-8,127.4419453,36.859827,1,0,
3156,3156,3156,재난재해,충청북도 진천군,충청북도 진천읍 읍내리 151-4,127.4442424,36.8590367,1,0,
3157,3157,3157,재난재해,충청북도 진천군,충청북도 진천읍 읍내리 479-1,127.4450404,36.8588693,1,0,
3158,3158,3158,재난재해,충청북도 진천군,충청북도 진천읍 읍내리 471-141,127.4480319,36.8579457,1,0,
3159,3159,3159,재난재해,충청북도 진천군,충청북도 진천읍 읍내리 22-30,127.4505783,36.8571476,1,0,
3160,3160,3160,재난재해,충청북도 진천군,충청북도 진천읍 성석리 726,127.450767,36.8587328,1,0,
3161,3161,3161,재난재해,충청북도 진천군,충청북도 진천읍 읍내리 169-7,127.4464413,36.859693,2,0,
3162,3162,3162,재난재해,충청북도 진천군,충청북도 진천읍 읍내리 175-13,127.4456619,36.8599291,1,0,
3163,3163,3163,재난재해,충청북도 진천군,충청북도 진천읍 읍내리 210-1,127.4419521,36.8612405,2,0,
3164,3164,3164,재난재해,충청북도 진천군,충청북도 진천읍 장관리 768-9,127.4398633,36.8631789,1,0,
3165,3165,3165,재난재해,충청북도 진천군,충청북도 광혜원면 광혜원리 238-21,127.4467202,36.9900195,1,0,
3166,3166,3166,재난재해,충청북도 진천군,충청북도 광혜원면 광혜원리 238-16,127.4458671,36.9910769,1,0,
3167,3167,3167,재난재해,충청북도 진천군,충청북도 문백면 평산리 산 15-1,127.4634,36.8098272,1,0,
3168,3168,3168,재난재해,충청북도 진천군,충청북도 문백면 도하리 669-274,127.4436612,36.7599252,1,0,
3169,3169,3169,재난재해,충청북도 진천군,충청북도 문백면 도하리 669-91,127.4367475,36.7568001,1,0,
3170,3170,3170,재난재해,충청북도 진천군,충청북도 광혜원면 광혜원리 795-66,127.4361987,36.9914604,1,0,
3171,3171,3171,재난재해,충청북도 진천군,충청북도 광혜원면 광혜원리 386-2,127.4425541,36.9891049,1,0,
3172,3172,3172,재난재해,충청북도 진천군,충청북도 광혜원면 광혜원리 365-4,127.4454177,36.9867,1,0,
3173,3173,3173,재난재해,충청북도 진천군,충청북도 광혜원면 광혜원리 238-18,127.4471353,36.9894182,4,0,
3174,3174,3174,재난재해,충청북도 진천군,충청북도 덕산읍 두촌리 2856,127.5273496,36.8975711,3,0,
3175,3175,3175,재난재해,충청북도 진천군,충청북도 덕산읍 두촌리 2742,127.5302218,36.8994382,2,0,
3176,3176,3176,재난재해,충청북도 진천군,충청북도 덕산읍 두촌리 2447,127.5331991,36.9041172,2,0,
3177,3177,3177,재난재해,충청북도 진천군,충청북도 덕산읍 두촌리 2447,127.534056,36.9067941,2,0,
3178,3178,3178,재난재해,충청북도 진천군,충청북도 덕산읍 두촌리 3018,127.5341666,36.8951337,2,0,
3179,3179,3179,재난재해,충청북도 진천군,충청북도 덕산읍 두촌리 3018,127.5333191,36.894041,3,0,
3180,3180,3180,쓰레기단속,충청북도 진천군,충청북도 진천읍 읍내리 438-7,127.4374781,36.8537886,2,0,
3181,3181,3181,쓰레기단속,충청북도 진천군,충청북도 광혜원면 광혜원리 429,127.4432223,36.9902576,2,0,
3182,3182,3182,쓰레기단속,충청북도 진천군,충청북도 광혜원면 광혜원리 384-7,127.4432853,36.9889691,2,0,
3183,3183,3183,쓰레기단속,충청북도 진천군,충청북도 문백면 사양리 산 24-4,127.461746,36.8340254,2,0,
3184,3184,3184,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 234-5,127.4399221,36.8599223,4,0,
3185,3185,3185,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 239-14,127.4390514,36.8591506,4,0,
3186,3186,3186,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 237-4,127.4420843,36.8585446,4,0,
3187,3187,3187,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 332-3,127.442164,36.8558884,3,0,
3188,3188,3188,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 525-1,127.444616,36.8547141,4,0,
3189,3189,3189,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 474-1,127.4449813,36.8567992,3,0,
3190,3190,3190,교통단속,충청북도 진천군,충청북도 진천읍 신정리 656-3,127.4436942,36.8499467,4,0,
3191,3191,3191,다목적,충청북도 진천군,충청북도 진천읍 성석리 415-4,127.4495636,36.870097,1,0,
3192,3192,3192,다목적,충청북도 진천군,충청북도 진천읍 성석리 415-4,127.4495636,36.870097,2,0,
3193,3193,3193,다목적,충청북도 진천군,충청북도 진천읍 성석리 157-1,127.4586935,36.8574373,1,0,
3194,3194,3194,다목적,충청북도 진천군,충청북도 진천읍 성석리 191-1,127.4583525,36.8585402,1,0,
3195,3195,3195,다목적,충청북도 진천군,충청북도 진천읍 송두리 200,127.4571825,36.8712727,1,0,
3196,3196,3196,다목적,충청북도 진천군,충청북도 진천읍 송두리 831,127.458976,36.87548,1,0,
3197,3197,3197,다목적,충청북도 진천군,충청북도 진천읍 성석리 462번지,127.4469684,36.8675008,1,0,
3198,3198,3198,다목적,충청북도 진천군,충청북도 진천읍 성석리  557-13,127.4494987,36.8630327,1,0,
3199,3199,3199,다목적,충청북도 진천군,충청북도 진천읍 성석리 745-21번지,127.4489244,36.8638244,1,0,
3200,3200,3200,다목적,충청북도 진천군,충청북도 진천읍 읍내리  42-10,127.4449509,36.8546522,1,0,
3201,3201,3201,다목적,충청북도 진천군,충청북도 진천읍 읍내리  42-10,127.4449509,36.8546522,2,0,
3202,3202,3202,다목적,충청북도 진천군,충청북도 덕산면 용몽리  438-2,127.5139808,36.9039441,1,0,
3203,3203,3203,다목적,충청북도 진천군,충청북도 덕산면 용몽리  438-2,127.5134112,36.9039682,1,0,
3204,3204,3204,다목적,충청북도 진천군,충청북도 덕산읍 용몽리  24-54,127.5245038,36.9087971,1,0,
3205,3205,3205,다목적,충청북도 진천군,충청북도 덕산읍 용몽리 61-3,127.5222087,36.907423,1,0,
3206,3206,3206,다목적,충청북도 진천군,충청북도 덕산읍 한천리  10-40,127.5022354,36.9188375,1,0,
3207,3207,3207,다목적,충청북도 진천군,충청북도 덕산읍 한천리  6-13,127.4997307,36.9202324,1,0,
3208,3208,3208,다목적,충청북도 진천군,충청북도 덕산읍 용몽리  568-10,127.509116,36.9073277,1,0,
3209,3209,3209,다목적,충청북도 진천군,충청북도 덕산읍 신척리  557-7,127.4843302,36.9333292,1,0,
3210,3210,3210,다목적,충청북도 진천군,충청북도 덕산읍 신척리  704,127.483804,36.9359335,1,0,
3211,3211,3211,다목적,충청북도 진천군,충청북도 초평면 용정리 30-6,127.5140415,36.8426262,1,0,
3212,3212,3212,다목적,충청북도 진천군,충청북도 초평면 용정리 370-56,127.5182153,36.8391409,1,0,
3213,3213,3213,다목적,충청북도 진천군,충청북도 이월면 신월리 45-50,127.4857157,36.9145479,1,0,
3214,3214,3214,다목적,충청북도 진천군,충청북도 이월면 신척리 825,127.4862261,36.928914,1,0,
3215,3215,3215,다목적,충청북도 진천군,충청북도 덕산읍 신척리 862,127.4861574,36.9287026,1,0,
3216,3216,3216,다목적,충청북도 진천군,충청북도 덕산읍 신척리 672-1,127.4831947,36.9227261,1,0,
3217,3217,3217,다목적,충청북도 진천군,충청북도 덕산읍 신척리 993,127.4831095,36.9225552,1,0,
3218,3218,3218,다목적,충청북도 진천군,충청북도 이월면 신월리 산 11-46,127.4828622,36.9173398,1,0,
3219,3219,3219,다목적,충청북도 진천군,충청북도 이월면 신월리 45-15,127.4826889,36.9174396,1,0,
3220,3220,3220,다목적,충청북도 진천군,충청북도 덕산읍 신척리 849,127.4784165,36.9255162,1,0,
3221,3221,3221,다목적,충청북도 진천군,충청북도 덕산읍 신척리 849,127.4781854,36.9253415,1,0,
3222,3222,3222,다목적,충청북도 진천군,충청북도 덕산읍 신척리 산97-1,127.4921957,36.9171654,1,0,
3223,3223,3223,다목적,충청북도 진천군,충청북도 덕산읍 신척리 919,127.4893561,36.9188532,1,0,
3224,3224,3224,다목적,충청북도 진천군,충청북도 덕산읍 신척리 908,127.4871755,36.9191911,3,0,
3225,3225,3225,다목적,충청북도 진천군,충청북도 덕산읍 신척리 908,127.4885334,36.9174374,1,0,
3226,3226,3226,다목적,충청북도 진천군,충청북도 덕산읍 신척리 산 75-1,127.4871467,36.92715,1,0,
3227,3227,3227,다목적,충청북도 진천군,충청북도 덕산읍 신척리 산 75-1,127.4867487,36.9274402,1,0,
3228,3228,3228,다목적,충청북도 진천군,충청북도 덕산읍 산수리 1114번지,127.4868925,36.894882,1,0,
3229,3229,3229,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 471-210,127.4445452,36.8619452,3,0,
3230,3230,3230,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 469-14,127.4376722,36.8564204,4,0,
3231,3231,3231,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 395-49,127.4415333,36.8544764,5,0,
3232,3232,3232,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 480-1,127.4443726,36.8586699,4,0,
3233,3233,3233,교통단속,충청북도 진천군,충청북도 진천읍 읍내리 173-2,127.4452669,36.860608,5,0,
3234,3234,3234,교통단속,충청북도 진천군,충청북도 진천읍 교성리 143,127.4412416,36.8523996,3,0,
3235,3235,3235,교통단속,충청북도 진천군,충청북도 진천읍 신정리 388-17,127.4572465,36.8464482,3,0,
3236,3236,3236,교통단속,충청북도 진천군,충청북도 광혜원면 광혜원리 795-17,127.4416407,36.9898733,4,0,
3237,3237,3237,교통단속,충청북도 진천군,충청북도 광혜원면 광혜원리 439-4,127.4440034,36.9890806,5,0,
3238,3238,3238,교통단속,충청북도 진천군,충청북도 광혜원면 광혜원리 241-1,127.4458717,36.9906662,5,0,
3239,3239,3239,교통단속,충청북도 진천군,충청북도 광혜원면 광혜원리 502-12,127.4418281,36.9907129,5,0,
3240,3240,3240,교통단속,충청북도 진천군,충청북도 진천읍 교성리 101-6,127.4380137,36.8503818,5,0,
3241,3241,3241,교통단속,충청북도 진천군,충청북도 덕산읍 석장리 252-9,127.5310524,36.8970598,5,0,
3242,3242,3242,교통단속,충청북도 진천군,충청북도 덕산읍 석장리 181,127.528182,36.9000849,5,0,
3243,3243,3243,교통단속,충청북도 진천군,충청북도 덕산읍 석장리 112-1,127.5297162,36.9051755,5,0,
3244,3244,3244,교통단속,충청북도 진천군,충청북도 덕산읍 두촌리 산 223,127.5342088,36.9025972,5,0,
3245,3245,3245,교통단속,충청북도 진천군,충청북도 덕산읍 두촌리 2597,127.541163,36.903213,4,0,
3246,3246,3246,교통단속,충청북도 진천군,충청북도 덕산읍 석장리 66,127.5357868,36.9037913,4,0,
3247,3247,3247,생활방범,충청북도 충주시청,,127.926476,36.97484,1,200,2020-05
3248,3248,3248,생활방범,충청북도 충주시청,,127.926476,36.97484,1,200,2020-05
3249,3249,3249,생활방범,충청북도 충주시청,,127.926476,36.97484,1,200,2020-05
3250,3250,3250,생활방범,충청북도 충주시청,,127.926476,36.97484,1,200,2020-05
3251,3251,3251,생활방범,충청북도 충주시청,,127.926476,36.97484,1,200,2020-05
3252,3252,3252,생활방범,충청북도 충주시청,,127.94044,36.969792,1,700,2020-05
3253,3253,3253,생활방범,충청북도 충주시청,,127.94044,36.969792,1,200,2020-05
3254,3254,3254,생활방범,충청북도 충주시청,,127.94044,36.969792,1,200,2020-05
3255,3255,3255,생활방범,충청북도 충주시청,,127.94044,36.969792,1,200,2020-05
3256,3256,3256,생활방범,충청북도 충주시청,,127.931223,36.966984,1,200,2020-05
3257,3257,3257,생활방범,충청북도 충주시청,,127.931223,36.966984,1,200,2020-05
3258,3258,3258,생활방범,충청북도 충주시청,,127.931223,36.966984,1,200,2020-05
3259,3259,3259,생활방범,충청북도 충주시청,,127.931223,36.966984,1,200,2020-05
3260,3260,3260,생활방범,충청북도 충주시청,,127.927575,36.979843,1,200,2020-05
3261,3261,3261,생활방범,충청북도 충주시청,,127.929505,36.9756768,1,200,2022-06
3262,3262,3262,생활방범,충청북도 충주시청,,127.9378137,36.9791858,1,200,2022-06
3263,3263,3263,생활방범,충청북도 충주시청,,127.9388828,36.97868573,1,200,2022-06
3264,3264,3264,생활방범,충청북도 충주시청,,127.9388828,36.97868573,1,200,2022-06
3265,3265,3265,생활방범,충청북도 충주시청,,127.9388828,36.97868573,1,200,2022-06
3266,3266,3266,생활방범,충청북도 충주시청,,127.9310231,36.96432374,1,200,2022-06
3267,3267,3267,생활방범,충청북도 충주시청,,127.9310231,36.96432374,1,200,2022-06
3268,3268,3268,생활방범,충청북도 충주시청,,127.9569624,36.97645173,1,200,2022-06
3269,3269,3269,생활방범,충청북도 충주시청,,127.9569624,36.97645173,1,200,2022-06
3270,3270,3270,생활방범,충청북도 충주시청,,127.9308785,37.12083804,1,900,2022-06
3271,3271,3271,생활방범,충청북도 충주시청,,127.9308785,37.12083804,1,200,2022-06
3272,3272,3272,생활방범,충청북도 충주시청,,127.9308785,37.12083804,1,200,2022-06
3273,3273,3273,생활방범,충청북도 충주시청,,127.712974,37.04046025,1,200,2022-06
3274,3274,3274,생활방범,충청북도 충주시청,,127.712974,37.04046025,1,200,2022-06
3275,3275,3275,생활방범,충청북도 충주시청,,127.9607163,36.97280213,1,200,2022-06
3276,3276,3276,생활방범,충청북도 충주시청,,127.9607163,36.97280213,1,200,2022-06
3277,3277,3277,생활방범,충청북도 충주시청,,127.7602712,37.06027964,1,200,2022-06
3278,3278,3278,생활방범,충청북도 충주시청,,127.7602712,37.06027964,1,200,2022-06
3279,3279,3279,생활방범,충청북도 충주시청,,127.7586421,37.06467476,1,200,2022-06
3280,3280,3280,생활방범,충청북도 충주시청,,127.7586421,37.06467476,1,200,2022-06
3281,3281,3281,생활방범,충청북도 충주시청,,127.768888,36.97206082,1,200,2022-06
3282,3282,3282,생활방범,충청북도 충주시청,,127.768888,36.97206082,1,200,2022-06
3283,3283,3283,생활방범,충청북도 충주시청,,127.768888,36.97206082,1,200,2022-06
3284,3284,3284,생활방범,충청북도 충주시청,,127.834381,37.01735559,1,200,2022-06
3285,3285,3285,생활방범,충청북도 충주시청,,127.834381,37.01735559,1,200,2022-06
3286,3286,3286,생활방범,충청북도 충주시청,,127.9509378,36.91238694,1,200,2022-06
3287,3287,3287,생활방범,충청북도 충주시청,,127.9509378,36.91238694,1,200,2022-06
3288,3288,3288,기타,충청북도 충주시청,,127.947404,36.984915,1,200,2024-04
3289,3289,3289,기타,충청북도 충주시청,,127.947404,36.984915,1,200,2024-04
3290,3290,3290,기타,충청북도 충주시청,,127.948905,36.984809,1,200,2024-04
3291,3291,3291,기타,충청북도 충주시청,,127.948905,36.984809,1,200,2024-04
3292,3292,3292,기타,충청북도 충주시청,,127.925156,36.980945,1,200,2024-04
3293,3293,3293,기타,충청북도 충주시청,,127.925156,36.980945,1,200,2024-04
3294,3294,3294,기타,충청북도 충주시청,,127.925156,36.980945,1,200,2024-04
3295,3295,3295,기타,충청북도 충주시청,,127.92317,36.963706,1,200,2024-04
3296,3296,3296,기타,충청북도 충주시청,,127.92317,36.963706,1,200,2024-04
3297,3297,3297,어린이보호,충청북도 충주시청,,127.944846,36.967791,1,200,2024-06
3298,3298,3298,어린이보호,충청북도 충주시청,,127.944846,36.967791,1,200,2024-06
3299,3299,3299,어린이보호,충청북도 충주시청,,127.944846,36.967791,1,200,2024-06
3300,3300,3300,어린이보호,충청북도 충주시청,,127.944846,36.967791,1,200,2024-06
3301,3301,3301,어린이보호,충청북도 충주시청,,127.931345,36.992347,1,200,2024-06
3302,3302,3302,어린이보호,충청북도 충주시청,,127.931345,36.992347,1,200,2024-06
3303,3303,3303,어린이보호,충청북도 충주시청,,127.931345,36.992347,1,200,2024-06
3304,3304,3304,다목적,충청북도 충주시청,,127.897353,36.961786,1,200,2024-06
3305,3305,3305,다목적,충청북도 충주시청,,127.897353,36.961786,1,200,2024-06
3306,3306,3306,생활방범,충청북도 충주시청,,127.814935,36.982952,1,700,2018-06
3307,3307,3307,생활방범,충청북도 충주시청,,127.998739,36.831322,1,200,2018-06
3308,3308,3308,생활방범,충청북도 충주시청,,127.998739,36.831322,1,700,2018-06
3309,3309,3309,생활방범,충청북도 충주시청,,127.940672,36.987505,2,200,2018-06
3310,3310,3310,생활방범,충청북도 충주시청,,127.925237,36.970048,2,200,2018-06
3311,3311,3311,생활방범,충청북도 충주시청,,127.961144,37.093092,1,200,2018-06
3312,3312,3312,생활방범,충청북도 충주시청,,127.961144,37.093092,1,700,2018-06
3313,3313,3313,생활방범,충청북도 충주시청,,127.931768,36.982978,2,200,2018-06
3314,3314,3314,생활방범,충청북도 충주시청,,127.774177,37.042488,1,200,2018-06
3315,3315,3315,생활방범,충청북도 충주시청,,127.774177,37.042488,1,700,2018-06
3316,3316,3316,생활방범,충청북도 충주시청,,127.956211,36.905818,1,700,2018-06
3317,3317,3317,생활방범,충청북도 충주시청,,127.911947,36.973278,2,200,2018-06
3318,3318,3318,생활방범,충청북도 충주시청,,127.916337,36.973597,2,200,2018-06
3319,3319,3319,생활방범,충청북도 충주시청,,127.944371,37.095729,1,200,2018-06
3320,3320,3320,생활방범,충청북도 충주시청,,127.944451,37.095717,1,700,2018-06
3321,3321,3321,생활방범,충청북도 충주시청,,127.932622,37.096481,1,200,2018-06
3322,3322,3322,생활방범,충청북도 충주시청,,127.932565,37.096494,1,700,2018-06
3323,3323,3323,생활방범,충청북도 충주시청,,127.827406,37.017921,2,200,2018-10
3324,3324,3324,생활방범,충청북도 충주시청,,127.825177,37.015638,1,200,2018-10
3325,3325,3325,생활방범,충청북도 충주시청,,127.825177,37.015638,1,700,2018-10
3326,3326,3326,생활방범,충청북도 충주시청,,127.829822,37.015721,2,200,2018-10
3327,3327,3327,생활방범,충청북도 충주시청,,127.878904,36.974248,1,200,2014-05
3328,3328,3328,생활방범,충청북도 충주시청,,127.878904,36.974248,1,200,2014-05
3329,3329,3329,생활방범,충청북도 충주시청,,127.828633,36.987926,1,200,2015-05
3330,3330,3330,생활방범,충청북도 충주시청,,127.828633,36.987926,1,200,2015-05
3331,3331,3331,생활방범,충청북도 충주시청,,127.904712,37.101986,1,200,2015-08
3332,3332,3332,생활방범,충청북도 충주시청,,127.934008,37.092658,1,200,2015-08
3333,3333,3333,생활방범,충청북도 충주시청,,127.934008,37.092658,1,200,2015-08
3334,3334,3334,생활방범,충청북도 충주시청,,127.826115,37.100516,1,200,2015-08
3335,3335,3335,생활방범,충청북도 충주시청,,127.826115,37.100516,1,200,2015-08
3336,3336,3336,생활방범,충청북도 충주시청,,127.876961,37.111268,1,200,2015-08
3337,3337,3337,생활방범,충청북도 충주시청,,128.013248,37.967147,1,200,2015-08
3338,3338,3338,생활방범,충청북도 충주시청,,127.987444,36.961911,1,200,2015-08
3339,3339,3339,생활방범,충청북도 충주시청,,127.995658,36.989117,1,200,2015-08
3340,3340,3340,생활방범,충청북도 충주시청,,127.884976,36.945449,1,200,2015-08
3341,3341,3341,생활방범,충청북도 충주시청,,128.055456,36.991317,1,200,2015-08
3342,3342,3342,생활방범,충청북도 충주시청,,127.884976,36.945449,1,200,2015-08
3343,3343,3343,생활방범,충청북도 충주시청,,127.909388,36.923951,1,200,2015-08
3344,3344,3344,어린이보호,충청북도 충주시청,,127.783257,36.991594,1,200,2010-09
3345,3345,3345,어린이보호,충청북도 충주시청,,127.783257,36.991594,1,200,2010-09
3346,3346,3346,어린이보호,충청북도 충주시청,,127.788547,36.977088,1,200,2010-09
3347,3347,3347,어린이보호,충청북도 충주시청,,127.788547,36.977088,1,200,2010-09
3348,3348,3348,생활방범,충청북도 충주시청,,127.885356,36.968475,1,200,2009-04
3349,3349,3349,생활방범,충청북도 충주시청,,127.730847,37.056025,1,130,2014-02
3350,3350,3350,어린이보호,충청북도 충주시청,,127.918887,36.984152,1,200,2009-06
3351,3351,3351,다목적,충청북도 제천시청,,128.21753,37.128011,3,200,2011-01
3352,3352,3352,다목적,충청북도 제천시청,,128.214532,37.126548,3,200,2011-01
3353,3353,3353,다목적,충청북도 제천시청,,128.167444,37.148375,4,200,2011-01
3354,3354,3354,다목적,충청북도 제천시청,충청북도 제천시 독순로61(중앙로2가),128.210648,37.139331,4,200,2011-01
3355,3355,3355,다목적,충청북도 제천시청,,128.222063,37.151261,4,200,2011-01
3356,3356,3356,다목적,충청북도 제천시청,,128.20951,37.157371,4,200,2011-01
3357,3357,3357,다목적,충청북도 제천시청,,128.21507,37.13311,2,200,2011-01
3358,3358,3358,다목적,충청북도 제천시청,,128.218807,37.141178,3,200,2011-01
3359,3359,3359,다목적,충청북도 제천시청,,128.22852,37.12866,4,200,2011-01
3360,3360,3360,다목적,충청북도 제천시청,,128.2199,37.15486,3,200,2011-01
3361,3361,3361,다목적,충청북도 제천시청,충청북도 제천시 풍양로21안길17-5(남천동),128.21637,37.13615,3,200,2011-01
3362,3362,3362,다목적,충청북도 제천시청,충청북도 제천시 고암로14길19(고암동),128.21579,37.1569,5,200,2011-01
3363,3363,3363,다목적,충청북도 제천시청,,128.22625,37.156822,3,200,2011-01
3364,3364,3364,다목적,충청북도 제천시청,,128.201013,37.144052,8,200,2011-01
3365,3365,3365,다목적,충청북도 제천시청,충청북도 제천시 원뜰로147(하소동),128.19535,37.14298,5,200,2011-01
3366,3366,3366,다목적,충청북도 제천시청,,128.21831,37.13279,4,200,2011-01
3367,3367,3367,다목적,충청북도 제천시청,,128.20167,37.13496,3,200,2011-01
3368,3368,3368,다목적,충청북도 제천시청,,128.21519,37.15679,6,200,2011-01
3369,3369,3369,다목적,충청북도 제천시청,,128.21418,37.15485,3,200,2011-01
3370,3370,3370,다목적,충청북도 제천시청,,128.21117,37.14886,3,200,2011-01
3371,3371,3371,다목적,충청북도 제천시청,,128.211334,37.147704,3,200,2011-01
3372,3372,3372,다목적,충청북도 제천시청,,128.21001,37.14872,3,200,2011-01
3373,3373,3373,다목적,충청북도 제천시청,,128.206142,37.145121,3,200,2011-01
3374,3374,3374,기타,충청북도 제천시청,충청북도 제천시 원뜰로 35(천남동),128.1805,36.2331,4,200,2011-01
3375,3375,3375,기타,충청북도 제천시청,충청북도 제천시 독순로 33(의림동),128.1934,36.2407,4,200,2011-01
3376,3376,3376,생활방범,충청북도 제천시청,충청북도 제천시 동명로5길 11,128.2032,37.1343,4,200,2017-01
3377,3377,3377,생활방범,충청북도 제천시청,충청북도 제천시 의림대로 33길 19,128.2132,37.1497,5,200,2017-01
3378,3378,3378,생활방범,충청북도 제천시청,충청북도 제천시 내토로43길 5,128.2133,37.1282,5,200,2017-01
3379,3379,3379,생활방범,충청북도 제천시청,충청북도 제천시 서부동 434,128.2035,37.1378,2,200,2017-01
3380,3380,3380,생활방범,충청북도 제천시청,충청북도 제천시 의병대로 8,128.2018,37.1387,4,200,2017-01
3381,3381,3381,생활방범,충청북도 제천시청,충청북도 제천시 독순로1길 7,128.2051,37.142,3,200,2017-01
3382,3382,3382,생활방범,충청북도 제천시청,,128.2119,37.1447,5,200,2017-01
3383,3383,3383,생활방범,충청북도 제천시청,충청북도 제천시 내제로35길 33,128.2181,37.1489,3,200,2017-01
3384,3384,3384,생활방범,충청북도 제천시청,충청북도 제천시 내제로35길 3,128.2162,37.1467,5,200,2017-01
3385,3385,3385,생활방범,충청북도 제천시청,충청북도 제천시 용두천로30가길 15,128.2216,37.1496,5,200,2017-01
3386,3386,3386,생활방범,충청북도 제천시청,충청북도 제천시 성봉로 19,128.2058,37.1492,5,200,2017-01
3387,3387,3387,생활방범,충청북도 제천시청,충청북도 제천시 내제로15길 21,128.2045,37.1453,5,200,2017-01
3388,3388,3388,생활방범,충청북도 제천시청,충청북도 제천시 고암로4가길 10-1,128.2161,37.1559,4,200,2017-01
3389,3389,3389,생활방범,충청북도 제천시청,,128.2198,37.1387,3,200,2017-01
3390,3390,3390,생활방범,충청북도 제천시청,충청북도 제천시 의병대로26길 14(남천동),128.21655,37.13344,4,200,2014-01
3391,3391,3391,생활방범,충청북도 제천시청,,128.19988,37.1265,4,200,2014-01
3392,3392,3392,생활방범,충청북도 제천시청,,128.212579,37.143902,4,200,2014-01
3393,3393,3393,생활방범,충청북도 제천시청,,128.219858,37.146507,2,200,2014-01
